id,name,artists,album,release_date,duration_ms,popularity,external_url,genre
6s8WSX1MxNThrot8ThI6fG,4X4,Travis Scott,4X4,2025-01-24,190581,76,https://open.spotify.com/track/6s8WSX1MxNThrot8ThI6fG,Hip-Hop
68qeaZhtMZ6abrJCYt6nQn,RATHER LIE (with The Weeknd),"Playboi Carti, The Weeknd",MUSIC,2025-03-14,209680,81,https://open.spotify.com/track/68qeaZhtMZ6abrJCYt6nQn,Hip-Hop
6D1Pr14PtFHoj6gBEoOfQP,GOT DAMN,Gunna,GOT DAMN,2024-12-20,156800,66,https://open.spotify.com/track/6D1Pr14PtFHoj6gBEoOfQP,Hip-Hop
1SVhTS4l0sLFsP2Abme05l,Just Us (feat. Doja Cat),"Jack Harlow, Doja Cat",Just Us (feat. Doja Cat),2025-03-21,172877,68,https://open.spotify.com/track/1SVhTS4l0sLFsP2Abme05l,Hip-Hop
6wsqVwoiVH2kde4k4KKAFU,I KNOW ?,Travis Scott,UTOPIA,2023-07-28,211582,80,https://open.spotify.com/track/6wsqVwoiVH2kde4k4KKAFU,Hip-Hop
4IKvw1OdeTJIN3g4zWE38f,"Dum, Dumb, and Dumber (with Young Thug & Future)","Lil Baby, Young Thug, Future",WHAM (Extended Version),2025-01-10,227400,71,https://open.spotify.com/track/4IKvw1OdeTJIN3g4zWE38f,Hip-Hop
0SdBkFh6u5IHIXqlBu0NyI,Yeah Glo!,GloRilla,Yeah Glo!,2024-02-09,142702,66,https://open.spotify.com/track/0SdBkFh6u5IHIXqlBu0NyI,Hip-Hop
2MjXWroB9wlTG2kqv3avfS,Get It Sexyy,Sexyy Red,Get It Sexyy,2024-03-15,148551,70,https://open.spotify.com/track/2MjXWroB9wlTG2kqv3avfS,Hip-Hop
7EW7Yivb93qKAtp5qEm5of,Dark Thoughts,Lil Tecca,Dark Thoughts,2025-03-14,136991,83,https://open.spotify.com/track/7EW7Yivb93qKAtp5qEm5of,Hip-Hop
0mpDXW1y4X7MlyPecWAlzJ,BOP (feat. GloRilla),"Big Boogie, DJ Drama, GloRilla",REDRUM Wizard (Gangsta Grillz),2024-02-23,202285,66,https://open.spotify.com/track/0mpDXW1y4X7MlyPecWAlzJ,Hip-Hop
6c0ZIaPptJN77JHXELy8KK,OG CRASHOUT,Bhad Bhabie,OG CRASHOUT,2025-03-13,122331,61,https://open.spotify.com/track/6c0ZIaPptJN77JHXELy8KK,Hip-Hop
608gR8geDwag74CiyseUsH,HEAVY LOVE,Odetari,HEAVY LOVE,2025-02-05,142261,74,https://open.spotify.com/track/608gR8geDwag74CiyseUsH,Hip-Hop
2aYHxnMF2umAavtgBvmkY1,Thought I Was Dead (feat. ScHoolboy Q & Santigold),"Tyler, The Creator, ScHoolboy Q, Santigold",CHROMAKOPIA,2024-10-28,207272,74,https://open.spotify.com/track/2aYHxnMF2umAavtgBvmkY1,Hip-Hop
3yX73YM73j5BF6gIcqZdM7,Mr Pot Scraper,BossMan Dlow,Mr Pot Scraper,2024-02-22,145028,37,https://open.spotify.com/track/3yX73YM73j5BF6gIcqZdM7,Hip-Hop
7pDfRnoEDRkcz7bQsOjnPc,Enough (Miami),Cardi B,Enough (Miami),2024-03-15,158727,65,https://open.spotify.com/track/7pDfRnoEDRkcz7bQsOjnPc,Hip-Hop
5eW508Gq23QlXHowyzW39m,Money On Money (feat. Future),"Young Thug, Future",Money On Money (feat. Future),2025-04-25,236626,75,https://open.spotify.com/track/5eW508Gq23QlXHowyzW39m,Hip-Hop
4KWeGKChLKcnZsj3sIOSkW,Tobey (feat. Big Sean and BabyTron),"Eminem, Big Sean, BabyTron",Tobey (feat. Big Sean and BabyTron),2024-07-02,284892,62,https://open.spotify.com/track/4KWeGKChLKcnZsj3sIOSkW,Hip-Hop
7su15iEo8LuZnZRDFdtsZw,JAN. 31st (my truth),YFN Lucci,JAN. 31st (my truth),2025-05-23,169605,62,https://open.spotify.com/track/7su15iEo8LuZnZRDFdtsZw,Hip-Hop
2YPAdqWqaT5fb6iE8BEZHT,Finest,YoungBoy Never Broke Again,Finest,2025-05-23,201481,62,https://open.spotify.com/track/2YPAdqWqaT5fb6iE8BEZHT,Hip-Hop
53WWD2BBC6Jcip8wy5CniE,cLOUDs,J. Cole,cLOUDs,2025-02-21,242086,70,https://open.spotify.com/track/53WWD2BBC6Jcip8wy5CniE,Hip-Hop
1iZgzgmsFsi0deffe0rleB,Fly Me To The Moon (In Other Words),"Frank Sinatra, Count Basie",It Might As Well Be Swing,1964-08,149640,55,https://open.spotify.com/track/1iZgzgmsFsi0deffe0rleB,Jazz
43iIQbw5hx986dUEZbr3eN,From The Start,Laufey,Bewitched,2023-09-08,169573,84,https://open.spotify.com/track/43iIQbw5hx986dUEZbr3eN,Jazz
1zNXF2svmdlNxfS5XeNUgr,Don't Know Why,Norah Jones,Come Away With Me (Super Deluxe Edition),2002-02-26,186251,77,https://open.spotify.com/track/1zNXF2svmdlNxfS5XeNUgr,Jazz
1AM8QdDFZMq6SrrqUnuQ9P,Feeling Good,Michael Bublé,It's Time,2005-02-08,237333,75,https://open.spotify.com/track/1AM8QdDFZMq6SrrqUnuQ9P,Jazz
6Rqn2GFlmvmV4w9Ala0I1e,Feeling Good,Nina Simone,I Put A Spell On You,1965-06-01,174000,75,https://open.spotify.com/track/6Rqn2GFlmvmV4w9Ala0I1e,Jazz
6jGnykaS6TkWp15utXSAeI,Come Away With Me,Norah Jones,Come Away With Me (Super Deluxe Edition),2002-02-26,198226,74,https://open.spotify.com/track/6jGnykaS6TkWp15utXSAeI,Jazz
4FmCUATNIarCQh72JYdvnm,That's Life,Frank Sinatra,That's Life,1966-11,187040,72,https://open.spotify.com/track/4FmCUATNIarCQh72JYdvnm,Jazz
0KBvapFwuz8gPKu6Gw23WN,Dream A Little Dream Of Me,"Ella Fitzgerald, Louis Armstrong",Ella: The Legendary Decca Recordings,1995-08-29,187693,54,https://open.spotify.com/track/0KBvapFwuz8gPKu6Gw23WN,Jazz
5IIybI1oiOCY3DRUrpQ7zA,La vie en rose,Louis Armstrong,C'est Si Bon,1990-09-06,206826,2,https://open.spotify.com/track/5IIybI1oiOCY3DRUrpQ7zA,Jazz
4QxDOjgpYtQDxxbWPuEJOy,L-O-V-E,Nat King Cole,L-O-V-E,1965-01-11,155306,74,https://open.spotify.com/track/4QxDOjgpYtQDxxbWPuEJOy,Jazz
6cx5CvFhqN19efStehJqoW,Valentine,Laufey,Everything I Know About Love,2022-08-26,168906,77,https://open.spotify.com/track/6cx5CvFhqN19efStehJqoW,Jazz
1hVXZoSAkZ3P5Lp6fKOcgx,Take Five,The Dave Brubeck Quartet,Time Out,1959,324680,48,https://open.spotify.com/track/1hVXZoSAkZ3P5Lp6fKOcgx,Jazz
1qzHqfvKrZWo6dVHM1dXrj,Turn Me On,Norah Jones,Come Away With Me (Super Deluxe Edition),2002-02-26,154800,70,https://open.spotify.com/track/1qzHqfvKrZWo6dVHM1dXrj,Jazz
08PdFBcXzpkn1cWNgmKqhn,Promise,Laufey,Bewitched,2023-09-08,234266,79,https://open.spotify.com/track/08PdFBcXzpkn1cWNgmKqhn,Jazz
3KzgdYUlqV6TOG7JCmx2Wg,Beyond the Sea,Bobby Darin,That's All,1959,172480,71,https://open.spotify.com/track/3KzgdYUlqV6TOG7JCmx2Wg,Jazz
6gfKHUGFBRiGe3bqmnOqFR,The Girl From Ipanema,"Stan Getz, João Gilberto, Astrud Gilberto",Getz / Gilberto,1964-03-01,324600,0,https://open.spotify.com/track/6gfKHUGFBRiGe3bqmnOqFR,Jazz
4hHbeIIKO5Y5uLyIEbY9Gn,Come Fly With Me - Remastered 1998,Frank Sinatra,Come Fly With Me (Expanded Edition),1958,199093,67,https://open.spotify.com/track/4hHbeIIKO5Y5uLyIEbY9Gn,Jazz
6VTbbVjKOC2qWagIDbkJrC,My Baby Just Cares for Me - 2013 Remastered Version,Nina Simone,Little Girl Blue (2013 Remastered Version),1958-06-24,215746,1,https://open.spotify.com/track/6VTbbVjKOC2qWagIDbkJrC,Jazz
3aEJMh1cXKEjgh52claxQp,I've Got You Under My Skin - Remastered 1998,Frank Sinatra,Songs For Swingin' Lovers! (Remastered),1956-03,223760,68,https://open.spotify.com/track/3aEJMh1cXKEjgh52claxQp,Jazz
0elmUoU7eMPwZX1Mw1MnQo,The Way You Look Tonight,Frank Sinatra,"Days Of Wine And Roses, Moon River And Other Academy Award Winners",1964,202160,68,https://open.spotify.com/track/0elmUoU7eMPwZX1Mw1MnQo,Jazz
0sjxRg1VlYfx4YG7uxurrq,I Put A Spell On You,Nina Simone,I Put A Spell On You,1965-06-01,155026,69,https://open.spotify.com/track/0sjxRg1VlYfx4YG7uxurrq,Jazz
0E8q2Fx2XuzXCO2NSAppkR,In A Sentimental Mood,"Duke Ellington, John Coltrane",Duke Ellington & John Coltrane,1963-02,255226,66,https://open.spotify.com/track/0E8q2Fx2XuzXCO2NSAppkR,Jazz
648TTtYB0bH0P8Hfy0FmkL,Unforgettable,Nat King Cole,Unforgettable,1954-01-01,191973,70,https://open.spotify.com/track/648TTtYB0bH0P8Hfy0FmkL,Jazz
3aPlQWU07jGgyHaBHVS5TS,Fever,Peggy Lee,Things Are Swingin',1958-11-03,199600,66,https://open.spotify.com/track/3aPlQWU07jGgyHaBHVS5TS,Jazz
5TNpCThzzXHEipXGKgNG8T,Cheek To Cheek,"Ella Fitzgerald, Louis Armstrong",Ella and Louis,1956-10-01,353266,63,https://open.spotify.com/track/5TNpCThzzXHEipXGKgNG8T,Jazz
0aWMVrwxPNYkKmFthzmpRi,Blue in Green (feat. John Coltrane & Bill Evans),"Miles Davis, John Coltrane, Bill Evans",Kind Of Blue (Legacy Edition),1959-08-17,337733,65,https://open.spotify.com/track/0aWMVrwxPNYkKmFthzmpRi,Jazz
3ZpTyU4mF3PR9jLpFA3AAC,Ain't That A Kick In The Head,"Dean Martin, Nelson Riddle",The Capitol Years,1996-05-30,145800,62,https://open.spotify.com/track/3ZpTyU4mF3PR9jLpFA3AAC,Jazz
2WaYW84yWij5NSCpgSeU2R,You Make Me Feel So Young - Remastered 1998,Frank Sinatra,Songs For Swingin' Lovers! (Remastered),1956-03,177400,64,https://open.spotify.com/track/2WaYW84yWij5NSCpgSeU2R,Jazz
0F845nujLVqCb0XMZCh5Pc,I Fall In Love Too Easily,Chet Baker,Chet Baker Sings,1956,201440,67,https://open.spotify.com/track/0F845nujLVqCb0XMZCh5Pc,Jazz
2gNjmvuQiEd2z9SqyYi8HH,Summertime,"Ella Fitzgerald, Louis Armstrong",Porgy And Bess,1958-01-01,298133,65,https://open.spotify.com/track/2gNjmvuQiEd2z9SqyYi8HH,Jazz
4smkJW6uzoHxGReZqqwHS5,I'll Be Seeing You,Billie Holiday,Billie Holiday,1957-01-01,211533,68,https://open.spotify.com/track/4smkJW6uzoHxGReZqqwHS5,Jazz
3HYnrwZQzPgGZ1mBEhIvvc,Corcovado (Quiet Nights Of Quiet Stars),"Stan Getz, João Gilberto, Astrud Gilberto, Antônio Carlos Jobim",Getz / Gilberto,1964-03-01,256580,0,https://open.spotify.com/track/3HYnrwZQzPgGZ1mBEhIvvc,Jazz
5Xd9NVSspCkmCxa9gSAWu8,"It's Been a Long, Long Time","Harry James, Kitty Kallan","You Want HARRY JAMES & HIS ORCHESTRA Well, Here It Is!",1913,203773,41,https://open.spotify.com/track/5Xd9NVSspCkmCxa9gSAWu8,Jazz
5xRP5iyVdGglqlY4Vcjhkx,Sinnerman,Nina Simone,Pastel Blues,1965-10-01,622000,62,https://open.spotify.com/track/5xRP5iyVdGglqlY4Vcjhkx,Jazz
54h1RKrrFJDsNOfhwmqu9o,In the Mood - Live,Glenn Miller,The Glenn Miller Carnegie Hall Concert (Live),1939,209573,61,https://open.spotify.com/track/54h1RKrrFJDsNOfhwmqu9o,Jazz
5CKHhg31HcYYhwUeeGqvhq,I Wish I Knew How It Would Feel to Be Free,Nina Simone,Silk & Soul (Expanded Edition),1967,188613,62,https://open.spotify.com/track/5CKHhg31HcYYhwUeeGqvhq,Jazz
5zHLswJplBXyPstFSSMIOH,I Wish You Love,Laufey,Typical of Me EP,2021-04-30,155138,70,https://open.spotify.com/track/5zHLswJplBXyPstFSSMIOH,Jazz
3QKJELWORZZ7rUZDWeMWSA,Água de Beber,"Astrud Gilberto, Antônio Carlos Jobim",The Astrud Gilberto Album,1965-01-01,138013,67,https://open.spotify.com/track/3QKJELWORZZ7rUZDWeMWSA,Jazz
4vLYewWIvqHfKtJDk8c8tq,"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)","Miles Davis, John Coltrane, Cannonball Adderley, Bill Evans",Kind Of Blue (Legacy Edition),1959-08-17,562640,62,https://open.spotify.com/track/4vLYewWIvqHfKtJDk8c8tq,Jazz
1LGqJ3nvxpVXDWpEzq4DJD,All of Me,Billie Holiday,Lady Day: The Complete Billie Holiday On Columbia (1933-1944),1933,181440,61,https://open.spotify.com/track/1LGqJ3nvxpVXDWpEzq4DJD,Jazz
4l9hml2UCnxoNI3yCdL1BW,My Funny Valentine,Chet Baker,Chet Baker Sings,1956,141133,64,https://open.spotify.com/track/4l9hml2UCnxoNI3yCdL1BW,Jazz
4ol2UyMTiklHVujAWg02nE,I Got It Bad And That Ain't Good,Oscar Peterson Trio,Night Train (Expanded Edition),1963-01-01,306226,63,https://open.spotify.com/track/4ol2UyMTiklHVujAWg02nE,Jazz
3CDHydgW0ssTh59f0jy1y3,The Look Of Love,Diana Krall,The Look Of Love,2001-01-01,282000,62,https://open.spotify.com/track/3CDHydgW0ssTh59f0jy1y3,Jazz
1hUXDEqjNIIbfjTcaz3jzb,Like the Movies,Laufey,Typical of Me EP,2021-04-30,162758,67,https://open.spotify.com/track/1hUXDEqjNIIbfjTcaz3jzb,Jazz
66iKqUazBbTlAEjcZrpDkD,What A Diff'rence A Day Made,Dinah Washington,What A Diff'rence A Day Makes! (Expanded Edition),1959-02-19,151866,63,https://open.spotify.com/track/66iKqUazBbTlAEjcZrpDkD,Jazz
1J9iVCaEriyoMXpj2XszhU,When Sunny Gets Blue,McCoy Tyner,Today And Tomorrow,1964,282320,63,https://open.spotify.com/track/1J9iVCaEriyoMXpj2XszhU,Jazz
01hJnhpAmjzg85Etnz2ECH,Body and Soul,"Tony Bennett, Amy Winehouse",Duets II,2011-09-20,200586,59,https://open.spotify.com/track/01hJnhpAmjzg85Etnz2ECH,Jazz
3E5ndyOfO6vFDEIE42HA8o,Mack the Knife,Bobby Darin,That's All,1959,184333,63,https://open.spotify.com/track/3E5ndyOfO6vFDEIE42HA8o,Jazz
1pZn8AX1WulW8IO338hE5D,Blue Moon,Billie Holiday,Solitude,1956-01-01,207826,65,https://open.spotify.com/track/1pZn8AX1WulW8IO338hE5D,Jazz
5y8zb3grlQonjdqd27K39T,A Kiss To Build A Dream On - Single Version,Louis Armstrong,Satchmo Serenades,1952-04-01,181493,63,https://open.spotify.com/track/5y8zb3grlQonjdqd27K39T,Jazz
5vNRhkKd0yEAg8suGBpjeY,APT.,"ROSÉ, Bruno Mars",APT.,2024-10-18,169917,91,https://open.spotify.com/track/5vNRhkKd0yEAg8suGBpjeY,Pop
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",Die With A Smile,2024-08-16,251667,93,https://open.spotify.com/track/2plbrEY59IikOBgBGLjaoe,Pop
6MrLkXsMmHaYt680fhJUAq,12 to 12,sombr,12 to 12,2025-07-24,242903,86,https://open.spotify.com/track/6MrLkXsMmHaYt680fhJUAq,Pop
4t8xELB3RVb8n7dxaQ1H5I,starman,mgk,lost americana,2025-08-08,217102,71,https://open.spotify.com/track/4t8xELB3RVb8n7dxaQ1H5I,Pop
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,210373,96,https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB,Pop
4Q0qVhFQa7j6jRKzo3HDmP,Sapphire,Ed Sheeran,Sapphire,2025-06-05,179082,90,https://open.spotify.com/track/4Q0qVhFQa7j6jRKzo3HDmP,Pop
2RkZ5LkEzeHGRsmDqKwmaJ,Ordinary,Alex Warren,"You'll Be Alright, Kid (Chapter 1)",2024-09-26,186964,92,https://open.spotify.com/track/2RkZ5LkEzeHGRsmDqKwmaJ,Pop
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,261466,93,https://open.spotify.com/track/3QaPy1KgI7nu9FJEQUgn6h,Pop
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,Espresso,2024-04-12,175459,87,https://open.spotify.com/track/2qSkIjg1o9h3YT9RAgYN75,Pop
3be9ACTxtcL6Zm4vJRUiPG,blue,yung kai,blue,2024-08-02,214357,88,https://open.spotify.com/track/3be9ACTxtcL6Zm4vJRUiPG,Pop
42UBPzRMh5yyz0EDPr6fr1,Manchild,Sabrina Carpenter,Manchild,2025-06-05,213645,94,https://open.spotify.com/track/42UBPzRMh5yyz0EDPr6fr1,Pop
5ZLUm9eab8y3tqQ1OhQSHI,Abracadabra,Lady Gaga,Abracadabra,2025-02-03,223398,85,https://open.spotify.com/track/5ZLUm9eab8y3tqQ1OhQSHI,Pop
0KTDMHao38f23fe57Yui2O,The Last of Us,Gabriel Basco,The Last of Us,2025-05-13,168723,45,https://open.spotify.com/track/0KTDMHao38f23fe57Yui2O,Pop
7BRD7x5pt8Lqa1eGYC4dzj,CHIHIRO,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,303440,87,https://open.spotify.com/track/7BRD7x5pt8Lqa1eGYC4dzj,Pop
3SKH53SPQbEnZR4cJPVaz2,Messy,Lola Young,Messy,2024-05-30,284068,87,https://open.spotify.com/track/3SKH53SPQbEnZR4cJPVaz2,Pop
46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024-03-08,228639,79,https://open.spotify.com/track/46kspZSY3aKmwQe7O77fCC,Pop
142PiXzA84lmEw2RstFHFa,supernatural,Ariana Grande,eternal sunshine,2024-03-08,163381,84,https://open.spotify.com/track/142PiXzA84lmEw2RstFHFa,Pop
5vIuZADLB5qQd8ePTrLixP,I Don't Wanna Know,Gabriel Basco,I Don't Wanna Know,2025-07-24,157492,37,https://open.spotify.com/track/5vIuZADLB5qQd8ePTrLixP,Pop
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,Please Please Please,2024-06-06,186365,81,https://open.spotify.com/track/5N3hjp1WNayUPZrA8kJmJP,Pop
2N6md2JtrNake4sJ14KJ72,Shy,Reneé Rapp,BITE ME,2025-08-01,192260,75,https://open.spotify.com/track/2N6md2JtrNake4sJ14KJ72,Pop
7AKwWqnoMmvCqBQtcdIECG,ExtraL (feat. Doechii),"JENNIE, Doechii",ExtraL (feat. Doechii),2025-02-21,167754,74,https://open.spotify.com/track/7AKwWqnoMmvCqBQtcdIECG,Pop
4TwEdnSiTPDR1vg1QZ5K8W,Beautiful People,"David Guetta, Sia",Beautiful People,2025-03-07,187086,85,https://open.spotify.com/track/4TwEdnSiTPDR1vg1QZ5K8W,Pop
1d7Ptw3qYcfpdLNL5REhtJ,Taste,Sabrina Carpenter,Short n' Sweet,2024-08-23,157279,73,https://open.spotify.com/track/1d7Ptw3qYcfpdLNL5REhtJ,Pop
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",2024-04-05,218423,91,https://open.spotify.com/track/0WbMK4wrZ1wFSty9F7FCgu,Pop
4CPuDVC8jhhK6lA2DIt8Cf,Born Again (feat. Doja Cat & RAYE),"LISA, Doja Cat, RAYE",Born Again (feat. Doja Cat & RAYE),2025-02-06,231174,75,https://open.spotify.com/track/4CPuDVC8jhhK6lA2DIt8Cf,Pop
2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,Artemas,i like the way you kiss me,2024-03-19,142514,82,https://open.spotify.com/track/2GxrNKugF82CnoRFbQfzPf,Pop
0GRc3eGTg8HBdWLRGYgqIc,Azizam,Ed Sheeran,Azizam,2025-04-04,162029,90,https://open.spotify.com/track/0GRc3eGTg8HBdWLRGYgqIc,Pop
02CrqOYzrJR8fYOffhvRZZ,number one girl,ROSÉ,number one girl,2024-11-22,216442,69,https://open.spotify.com/track/02CrqOYzrJR8fYOffhvRZZ,Pop
7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,The Secret of Us (Deluxe),2024-10-18,166300,92,https://open.spotify.com/track/7ne4VBA60CxGM75vw0EYad,Pop
1z5ebC9238uGoBgzYyvGpQ,toxic till the end,ROSÉ,rosie,2024-12-06,156685,82,https://open.spotify.com/track/1z5ebC9238uGoBgzYyvGpQ,Pop
7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),"LISA, ROSALÍA",New Woman (feat. ROSALÍA),2024-08-15,179789,72,https://open.spotify.com/track/7ov3TDp5D00Rnu5R1viX4w,Pop
6Qb7YsAqH4wWFUMbGsCpap,Training Season,Dua Lipa,Training Season,2024-02-15,209487,75,https://open.spotify.com/track/6Qb7YsAqH4wWFUMbGsCpap,Pop
3SAga35lAPYdjj3qyfEsCF,Feel It (From “Invincible”),d4vd,Feel It (From “Invincible”),2024-03-28,157974,84,https://open.spotify.com/track/3SAga35lAPYdjj3qyfEsCF,Pop
5BZsQlgw21vDOAjoqkNgKb,DAISIES,Justin Bieber,SWAG,2025-07-11,176453,95,https://open.spotify.com/track/5BZsQlgw21vDOAjoqkNgKb,Pop
4cSp2hlUlAwgurjIqHN592,Ring Ring,MIRA,Ring Ring,2024-04-09,150588,57,https://open.spotify.com/track/4cSp2hlUlAwgurjIqHN592,Pop
0FTmksd2dxiE5e3rWyJXs6,back to friends,sombr,back to friends,2024-12-27,199032,97,https://open.spotify.com/track/0FTmksd2dxiE5e3rWyJXs6,Pop
2yWlGEgEfPot0lv3OAjuG3,Just Keep Watching (From F1® The Movie),"Tate McRae, F1 The Album",Just Keep Watching (From F1® The Movie),2025-05-30,142550,92,https://open.spotify.com/track/2yWlGEgEfPot0lv3OAjuG3,Pop
7ih7pYSRZgWCTXuOmrnXjX,Dame Un Grrr,"Fantomel, Kate Linn",Dame Un Grrr,2025-06-20,133220,81,https://open.spotify.com/track/7ih7pYSRZgWCTXuOmrnXjX,Pop
1WmBVbFmLt0w6zPP37TeCG,Illegal,PinkPantheress,Fancy That,2025-05-09,149666,87,https://open.spotify.com/track/1WmBVbFmLt0w6zPP37TeCG,Pop
4WFgvKVfEhb3IUAFGrutTR,Love Me Not,Ravyn Lenae,Bird's Eye,2024-08-09,213466,91,https://open.spotify.com/track/4WFgvKVfEhb3IUAFGrutTR,Pop
221eHga9f9Ne4f8D7WVgPT,Mystical Magical,Benson Boone,Mystical Magical,2025-04-24,165746,86,https://open.spotify.com/track/221eHga9f9Ne4f8D7WVgPT,Pop
5SxahezRlC0saXbCALfB7c,End of the World,Miley Cyrus,End of the World,2025-04-04,250483,78,https://open.spotify.com/track/5SxahezRlC0saXbCALfB7c,Pop
3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,Stargazing,2024-05-10,172533,88,https://open.spotify.com/track/3Vr3zh0r7ALn8VLqCiRR10,Pop
5sK3SqHia7p5dXjdq1dluB,TU TU TU,"Clave Especial, Edgardo Nuñez",TU TU TU,2025-02-19,151570,77,https://open.spotify.com/track/5sK3SqHia7p5dXjdq1dluB,Pop
1tMRh8jiYlmatpVeWWesCe,On My Mind,"Alex Warren, ROSÉ",On My Mind,2025-06-27,189557,79,https://open.spotify.com/track/1tMRh8jiYlmatpVeWWesCe,Pop
7mdJAkMBPkKYOLxcVPDqa0,With You,Dean Lewis,With You,2025-01-09,189806,69,https://open.spotify.com/track/7mdJAkMBPkKYOLxcVPDqa0,Pop
64w75rrzxCw16mqFvEo8th,Carry You Home,Alex Warren,20s Country Songs,2024-07-19,166880,38,https://open.spotify.com/track/64w75rrzxCw16mqFvEo8th,Pop
2kZoOj1n5vk9BuF0sih58M,SOMEBODY LOVES ME,"PARTYNEXTDOOR, Drake",$ome $exy $ongs 4 U,2025-02-14,182767,81,https://open.spotify.com/track/2kZoOj1n5vk9BuF0sih58M,Pop
0WrWaXFATnUTQHeLkTK2JU,Home,"RAZZ, Joel Winterflood",Home,2024-02-16,169272,37,https://open.spotify.com/track/0WrWaXFATnUTQHeLkTK2JU,Pop
4Vvy29lp15NvfeqC8PAr6U,Love Again,MIRA,Love Again,2024-06-28,166800,55,https://open.spotify.com/track/4Vvy29lp15NvfeqC8PAr6U,Pop
3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,Red Hot Chili Peppers,By the Way (Deluxe Edition),2002-07-09,269000,87,https://open.spotify.com/track/3ZOEytgrvLwQaqXreDs2Jx,Rock
3Jnxngdff0lVu2rza1GVx6,Paranoid - 2009 Remaster,Black Sabbath,Paranoid,1970-09-18,167720,85,https://open.spotify.com/track/3Jnxngdff0lVu2rza1GVx6,Rock
